logic,rule_category,rule,problem,query,answer
propositional,equivalent,associative laws,inference,"Consider the following premises: Mary is working, and Robert is a mechanic and Linda is sleeping. Can we infer the following from them? Answer yes or no: Mary is working and Robert is a mechanic, and Linda is sleeping.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Sarah is playing tennis, and Joseph is driving a car and it is snowing. Can we infer the following from them? Answer yes or no: Sarah is playing tennis and Joseph is driving a car, and it is snowing.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is cold, and it is windy and Karen is cooking. Can we infer the following from them? Answer yes or no: It is cold and it is windy, and Karen is cooking.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Thomas is listening to a song, or Robert is reading a book or it is cloudy. Can we infer the following from them? Answer yes or no: Thomas is listening to a song or Robert is reading a book, or it is cloudy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Linda is climbing a mountain, or it is late or it is cloudy. Can we infer the following from them? Answer yes or no: Linda is climbing a mountain or it is late, or it is cloudy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Elisabeth is an electrician, and it is raining and it is windy. Can we infer the following from them? Answer yes or no: Elisabeth is an electrician and it is raining, and it is windy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Jessica is writing a letter, or James is playing a game or William is playing tennis. Can we infer the following from them? Answer yes or no: Jessica is writing a letter or James is playing a game, or William is playing tennis.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is cloudy, and Sarah is a writer and Mary is playing tennis. Can we infer the following from them? Answer yes or no: It is cloudy and Sarah is a writer, and Mary is playing tennis.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Karen is writing a letter, and Karen is a sailor and Jessica is a politician. Can we infer the following from them? Answer yes or no: Karen is writing a letter and Karen is a sailor, and Jessica is a politician.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is raining, or Michael is cooking or it is cold. Can we infer the following from them? Answer yes or no: It is raining or Michael is cooking, or it is cold.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is windy, or Karen is a bartender or John is running. Can we infer the following from them? Answer yes or no: It is windy or Karen is a bartender, or John is running.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: James is a nurse, or Richard is sleeping or Sarah is running. Can we infer the following from them? Answer yes or no: James is a nurse or Richard is sleeping, or Sarah is running.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is sunny, and Richard is a writer and it is windy. Can we infer the following from them? Answer yes or no: It is sunny and Richard is a writer, and it is windy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: James is listening to a song, or it is snowing or it is cloudy. Can we infer the following from them? Answer yes or no: James is listening to a song or it is snowing, or it is cloudy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Jessica is a server, and Richard is drinking water and Susan is playing tennis. Can we infer the following from them? Answer yes or no: Jessica is a server and Richard is drinking water, and Susan is playing tennis.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Michael is fast, and James is sleeping and Patricia is listening to a song. Can we infer the following from them? Answer yes or no: Michael is fast and James is sleeping, and Patricia is listening to a song.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Thomas is drinking water, or Michael is playing squash or Karen is poor. Can we infer the following from them? Answer yes or no: Thomas is drinking water or Michael is playing squash, or Karen is poor.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is snowing, and Linda is sleeping and Joseph is reading a book. Can we infer the following from them? Answer yes or no: It is snowing and Linda is sleeping, and Joseph is reading a book.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is windy, and Richard is an electrician and Richard is a scientist. Can we infer the following from them? Answer yes or no: It is windy and Richard is an electrician, and Richard is a scientist.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Mary is playing a game, or it is raining or Jennifer is excited. Can we infer the following from them? Answer yes or no: Mary is playing a game or it is raining, or Jennifer is excited.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Mary is an artist, or Charles is sleeping or it is cloudy. Can we infer the following from them? Answer yes or no: Mary is an artist or Charles is sleeping, or it is cloudy.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: James is playing tennis, and Susan is a musician and William is making tea. Can we infer the following from them? Answer yes or no: James is playing tennis and Susan is a musician, and William is making tea.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Charles is playing a game, or Barbara is running or it is overcast. Can we infer the following from them? Answer yes or no: Charles is playing a game or Barbara is running, or it is overcast.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is cold, and Jessica is a sailor and Robert is sad. Can we infer the following from them? Answer yes or no: It is cold and Jessica is a sailor, and Robert is sad.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is overcast, and it is sunny and Richard is working. Can we infer the following from them? Answer yes or no: It is overcast and it is sunny, and Richard is working.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Jessica is a server, and it is late and it is snowing. Can we infer the following from them? Answer yes or no: Jessica is a server and it is late, and it is snowing.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Richard is making tea, or Robert is poor or Richard is curious. Can we infer the following from them? Answer yes or no: Richard is making tea or Robert is poor, or Richard is curious.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Jessica is taking a plane, and James is driving a car and it is cold. Can we infer the following from them? Answer yes or no: Jessica is taking a plane and James is driving a car, and it is cold.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Jennifer is making tea, or Thomas is a politician or it is raining. Can we infer the following from them? Answer yes or no: Jennifer is making tea or Thomas is a politician, or it is raining.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: It is snowing, or Jennifer is a soldier or David is a carpenter. Can we infer the following from them? Answer yes or no: It is snowing or Jennifer is a soldier, or David is a carpenter.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: David is an electrician, and David is cooking and Linda is a lawyer. Can we infer the following from them? Answer yes or no: David is an electrician and David is cooking, and Linda is a lawyer.",yes
propositional,equivalent,associative laws,inference,"Consider the following premises: Barbara is climbing a mountain, or Jennifer is playing squash or Karen is a carpenter. Can we infer the following from them? Answer yes or no: Barbara is climbing a mountain or Jennifer is playing squash, or Karen is a carpenter.",yes
propositional,equivalent,complement laws,inference,Consider the following premises: James is a server. Can we infer the following from them? Answer yes or no: James is a server.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Jessica is a lawyer. Can we infer the following from them? Answer yes or no: Jessica is a lawyer.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Charles is running. Can we infer the following from them? Answer yes or no: Charles is running.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Robert is a musician. Can we infer the following from them? Answer yes or no: Robert is a musician.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: John is an astronaut. Can we infer the following from them? Answer yes or no: John is an astronaut.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is running. Can we infer the following from them? Answer yes or no: William is running.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Michael is happy. Can we infer the following from them? Answer yes or no: Michael is happy.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: James is running. Can we infer the following from them? Answer yes or no: James is running.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Elisabeth is a lawyer. Can we infer the following from them? Answer yes or no: Elisabeth is a lawyer.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is snowing. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Charles is cooking. Can we infer the following from them? Answer yes or no: Charles is cooking.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Susan is writing a letter. Can we infer the following from them? Answer yes or no: Susan is writing a letter.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Mary is a police officer. Can we infer the following from them? Answer yes or no: Mary is a police officer.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: David is a doctor. Can we infer the following from them? Answer yes or no: David is a doctor.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is rich. Can we infer the following from them? Answer yes or no: William is rich.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: James is a lawyer. Can we infer the following from them? Answer yes or no: James is a lawyer.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: John is bored. Can we infer the following from them? Answer yes or no: John is bored.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is overcast. Can we infer the following from them? Answer yes or no: It is overcast.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is late. Can we infer the following from them? Answer yes or no: It is late.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Thomas is a carpenter. Can we infer the following from them? Answer yes or no: Thomas is a carpenter.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Patricia is listening to a song. Can we infer the following from them? Answer yes or no: Patricia is listening to a song.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is taking a plane. Can we infer the following from them? Answer yes or no: William is taking a plane.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Sarah is a poet. Can we infer the following from them? Answer yes or no: Sarah is a poet.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is a police officer. Can we infer the following from them? Answer yes or no: William is a police officer.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is snowing. Can we infer the following from them? Answer yes or no: It is snowing.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Richard is reading a book. Can we infer the following from them? Answer yes or no: Richard is reading a book.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Linda is a scientist. Can we infer the following from them? Answer yes or no: Linda is a scientist.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Patricia is climbing a mountain. Can we infer the following from them? Answer yes or no: Patricia is climbing a mountain.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is cold. Can we infer the following from them? Answer yes or no: It is cold.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is windy. Can we infer the following from them? Answer yes or no: It is windy.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Karen is writing a letter. Can we infer the following from them? Answer yes or no: Karen is writing a letter.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Jennifer is a carpenter. Can we infer the following from them? Answer yes or no: Jennifer is a carpenter.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: James is playing a game. Can we infer the following from them? Answer yes or no: James is playing a game.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is raining. Can we infer the following from them? Answer yes or no: It is raining.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Barbara is taking a plane. Can we infer the following from them? Answer yes or no: Barbara is taking a plane.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Patricia is listening to a song. Can we infer the following from them? Answer yes or no: Patricia is listening to a song.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Richard is a carpenter. Can we infer the following from them? Answer yes or no: Richard is a carpenter.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is an artist. Can we infer the following from them? Answer yes or no: William is an artist.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Richard is a politician. Can we infer the following from them? Answer yes or no: Richard is a politician.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is sunny. Can we infer the following from them? Answer yes or no: It is sunny.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: James is reading a book. Can we infer the following from them? Answer yes or no: James is reading a book.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Sarah is an electrician. Can we infer the following from them? Answer yes or no: Sarah is an electrician.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Richard is sleeping. Can we infer the following from them? Answer yes or no: Richard is sleeping.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Linda is climbing a mountain. Can we infer the following from them? Answer yes or no: Linda is climbing a mountain.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Sarah is playing a game. Can we infer the following from them? Answer yes or no: Sarah is playing a game.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is cloudy. Can we infer the following from them? Answer yes or no: It is cloudy.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: It is windy. Can we infer the following from them? Answer yes or no: It is windy.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Richard is listening to a song. Can we infer the following from them? Answer yes or no: Richard is listening to a song.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: Joseph is playing a game. Can we infer the following from them? Answer yes or no: Joseph is playing a game.,yes
propositional,equivalent,complement laws,inference,Consider the following premises: William is a poet. Can we infer the following from them? Answer yes or no: William is a poet.,yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Elisabeth is reading a book, and either it is sunny or Patricia is playing squash. Can we infer the following from them? Answer yes or no: either Elisabeth is reading a book and it is sunny, or Elisabeth is reading a book and Patricia is playing squash.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jessica is happy, and either Susan is a writer or Richard is sleeping. Can we infer the following from them? Answer yes or no: either Jessica is happy and Susan is a writer, or Jessica is happy and Richard is sleeping.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is overcast, or it is snowing and John is a poet. Can we infer the following from them? Answer yes or no: both It is overcast or it is snowing and It is overcast or John is a poet are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is windy, and either Mary is drinking water or it is overcast. Can we infer the following from them? Answer yes or no: either It is windy and Mary is drinking water, or It is windy and it is overcast.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Susan is playing tennis, and either Barbara is a janitor or it is overcast. Can we infer the following from them? Answer yes or no: either Susan is playing tennis and Barbara is a janitor, or Susan is playing tennis and it is overcast.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: John is a soldier, and either Richard is rich or Sarah is listening to a song. Can we infer the following from them? Answer yes or no: either John is a soldier and Richard is rich, or John is a soldier and Sarah is listening to a song.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is cloudy, or James is listening to a song and William is fast. Can we infer the following from them? Answer yes or no: both It is cloudy or James is listening to a song and It is cloudy or William is fast are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is snowing, or it is cold and it is sunny. Can we infer the following from them? Answer yes or no: both It is snowing or it is cold and It is snowing or it is sunny are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Sarah is fast, or Barbara is writing a letter and it is late. Can we infer the following from them? Answer yes or no: both Sarah is fast or Barbara is writing a letter and Sarah is fast or it is late are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: David is working, and either Barbara is an office clerk or it is snowing. Can we infer the following from them? Answer yes or no: either David is working and Barbara is an office clerk, or David is working and it is snowing.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jessica is a taxi driver, and either it is windy or it is cold. Can we infer the following from them? Answer yes or no: either Jessica is a taxi driver and it is windy, or Jessica is a taxi driver and it is cold.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Linda is playing a game, and either Robert is cooking or it is snowing. Can we infer the following from them? Answer yes or no: either Linda is playing a game and Robert is cooking, or Linda is playing a game and it is snowing.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is cloudy, and either it is snowing or it is raining. Can we infer the following from them? Answer yes or no: either It is cloudy and it is snowing, or It is cloudy and it is raining.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Robert is drinking water, and either it is late or Joseph is rich. Can we infer the following from them? Answer yes or no: either Robert is drinking water and it is late, or Robert is drinking water and Joseph is rich.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: James is listening to a song, or it is windy and Michael is taking a plane. Can we infer the following from them? Answer yes or no: both James is listening to a song or it is windy and James is listening to a song or Michael is taking a plane are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is windy, and either Susan is a carpenter or it is cloudy. Can we infer the following from them? Answer yes or no: either It is windy and Susan is a carpenter, or It is windy and it is cloudy.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jennifer is a soldier, and either David is poor or Charles is reading a book. Can we infer the following from them? Answer yes or no: either Jennifer is a soldier and David is poor, or Jennifer is a soldier and Charles is reading a book.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Karen is bored, and either Karen is sad or David is making tea. Can we infer the following from them? Answer yes or no: either Karen is bored and Karen is sad, or Karen is bored and David is making tea.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is sunny, or it is late and Jennifer is climbing a mountain. Can we infer the following from them? Answer yes or no: both It is sunny or it is late and It is sunny or Jennifer is climbing a mountain are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jennifer is a doctor, or it is overcast and Thomas is drinking water. Can we infer the following from them? Answer yes or no: both Jennifer is a doctor or it is overcast and Jennifer is a doctor or Thomas is drinking water are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is sunny, or John is a scientist and Barbara is working. Can we infer the following from them? Answer yes or no: both It is sunny or John is a scientist and It is sunny or Barbara is working are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is sunny, and either Robert is a sailor or Patricia is drinking water. Can we infer the following from them? Answer yes or no: either It is sunny and Robert is a sailor, or It is sunny and Patricia is drinking water.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is raining, and either it is late or it is windy. Can we infer the following from them? Answer yes or no: either It is raining and it is late, or It is raining and it is windy.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is snowing, or Robert is playing squash and Jennifer is rich. Can we infer the following from them? Answer yes or no: both It is snowing or Robert is playing squash and It is snowing or Jennifer is rich are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Linda is climbing a mountain, or William is a poet and Susan is cooking. Can we infer the following from them? Answer yes or no: both Linda is climbing a mountain or William is a poet and Linda is climbing a mountain or Susan is cooking are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jessica is curious, or Sarah is poor and Joseph is playing tennis. Can we infer the following from them? Answer yes or no: both Jessica is curious or Sarah is poor and Jessica is curious or Joseph is playing tennis are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Karen is sleeping, and either Linda is taking a plane or Susan is making tea. Can we infer the following from them? Answer yes or no: either Karen is sleeping and Linda is taking a plane, or Karen is sleeping and Susan is making tea.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: James is sleeping, or William is a doctor and Jennifer is climbing a mountain. Can we infer the following from them? Answer yes or no: both James is sleeping or William is a doctor and James is sleeping or Jennifer is climbing a mountain are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: William is a politician, and either it is snowing or it is cloudy. Can we infer the following from them? Answer yes or no: either William is a politician and it is snowing, or William is a politician and it is cloudy.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Thomas is a server, and either Mary is curious or John is a lawyer. Can we infer the following from them? Answer yes or no: either Thomas is a server and Mary is curious, or Thomas is a server and John is a lawyer.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Richard is a writer, or Robert is bored and it is overcast. Can we infer the following from them? Answer yes or no: both Richard is a writer or Robert is bored and Richard is a writer or it is overcast are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: David is sleeping, or Sarah is drinking water and Barbara is happy. Can we infer the following from them? Answer yes or no: both David is sleeping or Sarah is drinking water and David is sleeping or Barbara is happy are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Susan is a writer, or Susan is working and Robert is drinking water. Can we infer the following from them? Answer yes or no: both Susan is a writer or Susan is working and Susan is a writer or Robert is drinking water are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Joseph is running, or Susan is playing tennis and Karen is curious. Can we infer the following from them? Answer yes or no: both Joseph is running or Susan is playing tennis and Joseph is running or Karen is curious are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Linda is making tea, or Linda is playing tennis and Elisabeth is bored. Can we infer the following from them? Answer yes or no: both Linda is making tea or Linda is playing tennis and Linda is making tea or Elisabeth is bored are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: David is sad, and either James is a janitor or Thomas is playing squash. Can we infer the following from them? Answer yes or no: either David is sad and James is a janitor, or David is sad and Thomas is playing squash.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Susan is a scientist, and either Michael is a doctor or it is overcast. Can we infer the following from them? Answer yes or no: either Susan is a scientist and Michael is a doctor, or Susan is a scientist and it is overcast.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Richard is writing a letter, or Elisabeth is a writer and it is cloudy. Can we infer the following from them? Answer yes or no: both Richard is writing a letter or Elisabeth is a writer and Richard is writing a letter or it is cloudy are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is sunny, or Thomas is taking a plane and Charles is an astronaut. Can we infer the following from them? Answer yes or no: both It is sunny or Thomas is taking a plane and It is sunny or Charles is an astronaut are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: David is running, or Joseph is reading a book and Sarah is climbing a mountain. Can we infer the following from them? Answer yes or no: both David is running or Joseph is reading a book and David is running or Sarah is climbing a mountain are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Linda is playing tennis, and either Charles is a scientist or Richard is working. Can we infer the following from them? Answer yes or no: either Linda is playing tennis and Charles is a scientist, or Linda is playing tennis and Richard is working.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: John is writing a letter, or Susan is driving a car and it is late. Can we infer the following from them? Answer yes or no: both John is writing a letter or Susan is driving a car and John is writing a letter or it is late are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Mary is running, and either Patricia is a carpenter or Charles is a sailor. Can we infer the following from them? Answer yes or no: either Mary is running and Patricia is a carpenter, or Mary is running and Charles is a sailor.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Robert is a police officer, or it is overcast and it is windy. Can we infer the following from them? Answer yes or no: both Robert is a police officer or it is overcast and Robert is a police officer or it is windy are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Michael is playing tennis, or Jessica is an astronaut and Susan is cooking. Can we infer the following from them? Answer yes or no: both Michael is playing tennis or Jessica is an astronaut and Michael is playing tennis or Susan is cooking are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is snowing, and either Karen is listening to a song or Mary is an astronaut. Can we infer the following from them? Answer yes or no: either It is snowing and Karen is listening to a song, or It is snowing and Mary is an astronaut.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is late, and either John is sad or Susan is fast. Can we infer the following from them? Answer yes or no: either It is late and John is sad, or It is late and Susan is fast.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: It is overcast, or Robert is working and it is cold. Can we infer the following from them? Answer yes or no: both It is overcast or Robert is working and It is overcast or it is cold are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Jessica is making tea, or James is sleeping and Jessica is playing squash. Can we infer the following from them? Answer yes or no: both Jessica is making tea or James is sleeping and Jessica is making tea or Jessica is playing squash are true.",yes
propositional,equivalent,distributive laws,inference,"Consider the following premises: Mary is happy, or Linda is listening to a song and it is overcast. Can we infer the following from them? Answer yes or no: both Mary is happy or Linda is listening to a song and Mary is happy or it is overcast are true.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: If Linda were a janitor, then it is windy. Can we infer the following from them? Answer yes or no: Linda is not a janitor or it is windy.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: James is not working or it is cloudy. Can we infer the following from them? Answer yes or no: If James works, then it is cloudy.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: If it is windy, then it is cold. Can we infer the following from them? Answer yes or no: It is not windy or it is cold.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: If it is overcast, then Sarah is a scientist. Can we infer the following from them? Answer yes or no: It is not overcast or Sarah is a scientist.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: Robert is not reading a book or Patricia is a police officer. Can we infer the following from them? Answer yes or no: If Robert reads a book, then Patricia is a police officer.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: If it is cloudy, then Richard is writing a letter. Can we infer the following from them? Answer yes or no: It is not cloudy or Richard is writing a letter.",yes
propositional,equivalent,conditional laws,inference,"Consider the following premises: It is not late or Mary is curious. Can we infer the following from them? Answer yes or no: If it is late, then Mary is curious.",yes
