question,target
"Consider the following premises: It is not cold or Michael is writing a letter. If Michael writes a letter, then it is snowing. It is cloudy or it is cold. It is not cloudy or John is a taxi driver. Can we infer the following from them? Answer yes or no: John is a taxi driver or it is snowing.",yes
"Consider the following premises: Elisabeth is sad. If James were bored, then David is reading a book. The claim that Elisabeth is sad and the claim that it is cloudy cannot both be true. Can we infer the following from them? Answer yes or no: It is not cloudy or David is reading a book.",yes
"Consider the following premises: If Sarah plays tennis, then Robert is a soldier. It is snowing if and only if Sarah is playing tennis. If Patricia plays squash, then Sarah is playing tennis. Patricia is playing squash or it is snowing. Can we infer the following from them? Answer yes or no: Neither Linda is a sailor nor Robert is a soldier.",no
"Consider the following premises: If Mary makes tea, then Linda is a doctor and if Linda were a doctor, then Mary is making tea. Can we infer the following from them? Answer yes or no: Linda is not a doctor or Mary is making tea.",yes
Consider the following premises: It is overcast if and only if Patricia is playing squash. The claim that it is overcast and the claim that Susan is a police officer cannot both be true. Can we infer the following from them? Answer yes or no: Neither Patricia is not playing squash nor Susan is not a police officer.,no
"Consider the following premises: The claim that William is a bartender and the claim that it is windy cannot both be true. If it is not windy, then Jessica is bored. If Jessica were bored, then William is a bartender. Can we infer the following from them? Answer yes or no: The claim that if it is not windy, then William is a bartender and the claim that if William were a bartender, then it is not windy cannot both be true.",no
"Consider the following premises: The claim that William is playing a game and the claim that Susan is playing squash cannot both be true. If Susan doesn't play squash, then William is playing a game and if William plays a game, then Susan is not playing squash. Can we infer the following from them? Answer yes or no: Susan is not playing squash.",no
"Consider the following premises: If it is late, then it is windy and if it is windy, then it is late. Can we infer the following from them? Answer yes or no: If it is late, then it is windy.",no
"Consider the following premises: The claim that Robert is taking a plane and the claim that David is a poet cannot both be true. Mary is not driving a car or Robert is taking a plane. Can we infer the following from them? Answer yes or no: If David were not a poet, then Mary is driving a car.",no
"Consider the following premises: If it is windy, then it is raining and if it rains, then it is windy. Can we infer the following from them? Answer yes or no: If it is windy, then it is raining.",no
"Consider the following premises: If it is late, then it is not snowing. It is snowing. Sarah is playing a game if and only if it is late. If Sarah plays a game, then Elisabeth is excited. Can we infer the following from them? Answer yes or no: Elisabeth is excited.",no
"Consider the following premises: The claim that Jessica is an astronaut and the claim that it is cold cannot both be true. It is not windy or Jessica is an astronaut. Can we infer the following from them? Answer yes or no: If it is not cold, then it is windy.",no
"Consider the following premises: If it is cold, then John is cooking. If Jennifer drives a car, then it is sunny. If John cooks, then Jennifer is driving a car. It is not cold. If it is sunny, then James is a politician. Can we infer the following from them? Answer yes or no: James is a politician.",no
"Consider the following premises: If Linda sleeps, then it is windy. If John were rich, then it is sunny. Mary is not a scientist. If it is sunny, then Linda is sleeping. If Mary were a scientist, then John is rich. Can we infer the following from them? Answer yes or no: It is windy.",no
"Consider the following premises: It is not cloudy or it is cold. The claim that it is cold and the claim that Jennifer is playing squash cannot both be true. Can we infer the following from them? Answer yes or no: If Jennifer doesn't play squash, then it is cloudy.",no
"Consider the following premises: Barbara is not taking a plane or it is overcast. The claim that it is overcast and the claim that it is cold cannot both be true. Can we infer the following from them? Answer yes or no: If it is not cold, then Barbara is taking a plane.",no
"Consider the following premises: For all v, v will write a letter. For all x_29, x_29 is a server and x_29 will listen to a song. Can we infer the following from them? Answer yes or no: Some servers will write a letter.",yes
"Consider the following premises: There is at least one w for which if w plays a game, then w is a soldier. For all w, w is a soldier if and only if w will play a game. Can we infer the following from them? Answer yes or no: There is at least one w for which if w were a soldier, then w is playing a game.",yes
"Consider the following premises: For all x_8, x_8 is a writer and x_8 will play tennis. Can we infer the following from them? Answer yes or no: For all x_8, x_8 will play tennis and x_8 is a writer.",yes
"Consider the following premises: For all x_23, x_23 will drive a car. For all x_23, if x_23 drives a car, then x_23 is fast. For all x_23, if x_23 were a writer, then x_23 is running. There is at least one x_23 for which if x_23 were a writer, then x_23 is driving a car. For all x_23, if x_23 were fast, then x_23 is a writer. Can we infer the following from them? Answer yes or no: There is at least one x_23 for which x_23 will go running.",yes
"Consider the following premises: For all x_14, x_14 will not play squash. For all x_14, if x_14 were an electrician, then x_14 is bored. For all x_14, if x_14 were bored, then x_14 is playing squash. For all x_14, x_14 will not write a letter or x_14 is an electrician. Can we infer the following from them? Answer yes or no: There is no x_14 for which x_14 will write a letter.",yes
"Consider the following premises: For all x_12, if x_12 reads a book, then x_12 is working. For all x_12, if x_12 takes a plane, then x_12 is working. For all x_12, if x_12 takes a plane, then x_12 is working. For all x_12, x_12 will take a plane or x_12 will read a book. For all x_12, if x_12 works, then x_12 is taking a plane. Can we infer the following from them? Answer yes or no: For all x_12, x_12 will work.",yes
"Consider the following premises: For all x_13, if x_13 goes running, then x_13 is poor. For all x_13, if x_13 were poor, then x_13 is running. There is at least one x_13 for which if x_13 drinks water, then x_13 is poor. For all x_13, x_13 will not go running. Can we infer the following from them? Answer yes or no: For all x_13, x_13 will drink water.",no
"Consider the following premises: For all x_17, x_17 will make tea if and only if x_17 is excited. There is at least one x_17 for which if x_17 makes tea, then x_17 is excited. For all x_17, if x_17 were excited, then x_17 is a musician. Can we infer the following from them? Answer yes or no: There is at least one x_17 for which x_17 will not make tea or x_17 is a musician.",yes
"Consider the following premises: For all x_19, if x_19 goes running, then x_19 is an electrician. There is at least one x_19 for which if x_19 plays squash, then x_19 is running and if x_19 goes running, then x_19 is playing squash. For all x_19, x_19 will play squash or x_19 is a doctor. For all x_19, if x_19 were an electrician, then x_19 is cooking. For all x_19, x_19 will not cook. Can we infer the following from them? Answer yes or no: For all x_19, x_19 is not a doctor.",no
"Consider the following premises: For all x_12, x_12 is not a scientist. For all x_12, if x_12 were a nurse, then x_12 is playing squash. For all x_12, if x_12 plays squash, then x_12 is a scientist and if x_12 were a scientist, then x_12 is playing squash. Can we infer the following from them? Answer yes or no: There is at least one x_12 for which x_12 is a nurse.",no
"Consider the following premises: For all x_12, x_12 is not a janitor or x_12 is curious. There is at least one x_12 for which if x_12 were excited, then x_12 is a janitor. For all x_12, x_12 is not curious or x_12 is excited. Can we infer the following from them? Answer yes or no: For all x_12, the fact that x_12 were a janitor does not imply that x_12 is excited.",no
"Consider the following premises: For all x_31, if x_31 were a police officer, then x_31 is cooking. There is no x_31 for which x_31 is poor. For all x_31, x_31 will not cook or x_31 will make tea. There is at least one x_31 for which x_31 is poor or x_31 is a police officer. Can we infer the following from them? Answer yes or no: There is at least one x_31 for which x_31 will make tea.",yes
"Consider the following premises: For all x_8, if x_8 sleeps, then x_8 is curious. For all x_8, x_8 is not curious or x_8 will sleep. Can we infer the following from them? Answer yes or no: For all x_8, if x_8 sleeps, then x_8 is curious and if x_8 were curious, then x_8 is sleeping.",yes
"Consider the following premises: For all x_13, x_13 is not fast or x_13 is a scientist. There is at least one x_13 for which if x_13 were a scientist, then x_13 is fast. For all x_13, x_13 is not fast. Can we infer the following from them? Answer yes or no: There is at least one x_13 for which x_13 is not a scientist.",yes
"Consider the following premises: For all x_22, x_22 is a lawyer or x_22 is a sailor. There is at least one x_22 for which if x_22 were curious, then x_22 is sleeping. For all x_22, x_22 is not a sailor or x_22 is curious. For all x_22, x_22 is not a lawyer or x_22 is a taxi driver. For all x_22, x_22 is not a taxi driver or x_22 will sleep. Can we infer the following from them? Answer yes or no: There is at least one x_22 for which x_22 will sleep.",yes
"Consider the following premises: There is at least one x_15 for which if x_15 were a writer, then x_15 is a mechanic. For all x_15, x_15 is a mechanic if and only if x_15 is a writer. For all x_15, x_15 is not an artist or x_15 is a mechanic. Can we infer the following from them? Answer yes or no: There is at least one x_15 for which if x_15 were an artist, then x_15 is a writer.",yes
"Consider the following premises: For all x_17, if x_17 makes tea, then x_17 is a mechanic. For all x_17, x_17 is a carpenter if and only if x_17 is a mechanic. For all x_17, x_17 will make tea or x_17 is a carpenter. For all x_17, x_17 is a soldier. Can we infer the following from them? Answer yes or no: The claim that for all x_17, x_17 is a mechanic and the claim that for all x_17, x_17 is a soldier cannot both be true.",no
"Consider the following premises: For all x_14, if x_14 were sad, then x_14 is bored. There is no x_14 for which x_14 is sad. For all x_14, x_14 is bored if and only if x_14 is sad. Can we infer the following from them? Answer yes or no: For all x_14, x_14 will drink water.",no
"Consider the following premises: There is at least one x_12 for which x_12 will play squash if and only if x_12 will sleep. For all x_12, x_12 will not play a game. For all x_12, x_12 will sleep if and only if x_12 will play a game. For all x_12, x_12 will not play a game or x_12 will sleep. Can we infer the following from them? Answer yes or no: There is at least one x_12 for which x_12 is bored.",no
"Consider the following premises: For all u, if u takes a plane, then u is a server. There is at least one u for which u is rich if and only if u will take a plane. For all u, if u were a server, then u is taking a plane. Can we infer the following from them? Answer yes or no: There is at least one u for which u is not a server or u is rich.",yes
"Consider the following premises: There is at least one x_24 for which x_24 will not go running or x_24 is sad. For all x_24, x_24 is not excited. For all x_24, x_24 is excited and x_24 will play a game. Can we infer the following from them? Answer yes or no: There is at least one x_24 for which x_24 will not play tennis.",no
"Consider the following premises: There is no x_16 for which x_16 is a janitor. For all x_16, x_16 will listen to a song or x_16 is a janitor. Can we infer the following from them? Answer yes or no: For all y, y will listen to a song.",yes
"Consider the following premises: For all x_21, x_21 will read a book or x_21 is a musician. For all x_21, x_21 will read a book if and only if x_21 is a janitor. For all x_21, x_21 will not play tennis. For all x_21, if x_21 were a sailor, then x_21 is not a musician. For all x_21, x_21 is a janitor if and only if x_21 will play tennis. Can we infer the following from them? Answer yes or no: There is at least one x_21 for which x_21 is a sailor.",no
"Consider the following premises: For all x_12, if x_12 were a scientist, then x_12 is a musician. For all x_12, if x_12 were a musician, then x_12 is a scientist. For all x_12, if x_12 were a musician, then x_12 is an electrician. For all x_12, x_12 is not an electrician. For all x_12, x_12 is an electrician if and only if x_12 is a musician. Can we infer the following from them? Answer yes or no: For all x_12, x_12 is not a scientist.",yes
"Consider the following premises: For all x_12, if x_12 were a cashier, then x_12 is a nurse. For all x_12, if x_12 were a nurse, then x_12 is a cashier. There is at least one x_12 for which if x_12 were a nurse, then x_12 is a cashier and if x_12 were a cashier, then x_12 is a nurse. Can we infer the following from them? Answer yes or no: For all x_12, it is not true that x_12 is a cashier if and only if x_12 is a nurse.",no
"Consider the following premises: For all x_18, if x_18 were a janitor, then x_18 is a soldier. For all x_18, if x_18 plays a game, then x_18 is a janitor. For all x_18, if x_18 takes a plane, then x_18 is a soldier. There is at least one x_18 for which x_18 will drink water if and only if x_18 will play a game. For all x_18, x_18 will take a plane or for all x_18, x_18 will drink water. Can we infer the following from them? Answer yes or no: There is at least one x_18 for which x_18 is a carpenter.",no
"Consider the following premises: There is at least one x_15 for which if x_15 drinks water, then x_15 is running. For all x_15, if x_15 goes running, then x_15 is taking a plane. For all x_15, if x_15 drinks water, then x_15 is an astronaut. For all x_15, x_15 will take a plane if and only if x_15 will drink water. Can we infer the following from them? Answer yes or no: There is at least one x_15 for which if x_15 goes running, then x_15 is an astronaut.",yes
"Consider the following premises: For all x_15, if x_15 plays tennis, then x_15 is a carpenter. For all x_15, x_15 will play tennis. Can we infer the following from them? Answer yes or no: Karen is a nurse.",no
"Consider the following premises: For all x_11, x_11 is a scientist or x_11 will go running. For all x_11, if x_11 were a scientist, then x_11 is poor. For all x_11, if x_11 goes running, then x_11 is driving a car. For all x_11, x_11 is poor if and only if x_11 will drive a car. Can we infer the following from them? Answer yes or no: For all x_11, x_11 is poor.",yes
"Consider the following premises: For all x_18, x_18 is a sailor. There is at least one x_18 for which x_18 is not an astronaut or x_18 will climb a mountain. For all x_18, x_18 is not a sailor or x_18 is an astronaut. Can we infer the following from them? Answer yes or no: Jennifer is a taxi driver.",no
"Consider the following premises: For all x_15, x_15 is a doctor if and only if x_15 will read a book. For all x_15, x_15 will not read a book or x_15 will play a game. For all x_15, x_15 will not play a game or x_15 is a bartender. Can we infer the following from them? Answer yes or no: For all x_15, if x_15 were a doctor, then x_15 is a bartender.",yes
"Consider the following premises: For all x_12, if x_12 were rich, then x_12 is a police officer. There is at least one x_12 for which x_12 is rich or x_12 will cook. Can we infer the following from them? Answer yes or no: There is at least one x_12 for which x_12 will cook or there is at least one x_12 for which x_12 is a police officer.",yes
"Consider the following premises: For all x_14, x_14 is a musician if and only if x_14 is a doctor. For all x_14, if x_14 takes a plane, then x_14 is a doctor. For all x_14, if x_14 were a doctor, then x_14 is taking a plane. For all x_14, if x_14 takes a plane, then x_14 is a musician. Can we infer the following from them? Answer yes or no: For all x_14, x_14 will take a plane if and only if x_14 is a musician.",yes
"Consider the following premises: For all x_12, if x_12 were bored, then x_12 is playing squash. There is at least one x_12 for which if x_12 makes tea, then x_12 is bored. For all x_12, if x_12 were a poet, then x_12 is making tea. For all x_12, if x_12 plays squash, then x_12 is listening to a song. Can we infer the following from them? Answer yes or no: There is at least one x_12 for which x_12 will listen to a song.",no
"Consider the following premises: For all y_22, if y_22 were a writer, then y_22 is making tea. There is at least one y_22 for which if y_22 were rich, then y_22 is an office clerk. For all y_22, if y_22 were an office clerk, then y_22 is not an astronaut. X_22 is an astronaut. For all y_22, if y_22 makes tea, then y_22 is rich. Can we infer the following from them? Answer yes or no: For all y_22, y_22 is a writer.",no
"Consider the following premises: There is no x_14 for which x_14 is an electrician. There is at least one x_14 for which if x_14 were a carpenter, then x_14 is listening to a song. For all x_14, x_14 will listen to a song if and only if x_14 is an electrician. For all x_14, if x_14 listens to a song, then x_14 is a carpenter. Can we infer the following from them? Answer yes or no: For all x_14, x_14 is a carpenter.",no
"Consider the following premises: For all x_12, if x_12 were a taxi driver, then x_12 is a bartender. For all x_12, if x_12 were a taxi driver, then x_12 is a bartender. There is at least one x_12 for which if x_12 were a bartender, then x_12 is a taxi driver. Can we infer the following from them? Answer yes or no: For all x_12, it is not true that x_12 is a bartender if and only if x_12 is a taxi driver.",no
"Consider the following premises: For all x_14, if x_14 reads a book, then x_14 is climbing a mountain. For all x_14, if x_14 were a bartender, then x_14 is reading a book. For all x_14, if x_14 plays tennis, then x_14 is climbing a mountain and if x_14 climbs a mountain, then x_14 is playing tennis. There is at least one x_14 for which if x_14 plays tennis, then x_14 is a bartender. Can we infer the following from them? Answer yes or no: There is at least one x_14 for which x_14 will climb a mountain if and only if x_14 will play tennis.",yes
"Consider the following premises: For all x_14, if x_14 sleeps, then x_14 is drinking water. For all x_14, x_14 will go running if and only if x_14 is a carpenter. There is at least one x_14 for which if x_14 drinks water, then x_14 is running. Can we infer the following from them? Answer yes or no: There is at least one x_14 for which x_14 is a carpenter.",no
"Consider the following premises: There is at least one x_11 for which x_11 is a cashier or there is at least one x_11 for which x_11 is a scientist. For all x_11, if x_11 were a cashier, then x_11 is drinking water and if x_11 drinks water, then x_11 is a cashier. Can we infer the following from them? Answer yes or no: There is at least one x_11 for which x_11 is a scientist or x_11 will drink water.",yes
"Consider the following premises: For all x_14, if x_14 were happy, then x_14 is drinking water. For all x_14, if x_14 drinks water, then x_14 is an artist. There is at least one x_14 for which x_14 is an artist if and only if x_14 is fast. Can we infer the following from them? Answer yes or no: There is at least one x_14 for which if x_14 were happy, then x_14 is fast.",yes
"Consider the following premises: For all x_24, if x_24 were curious, then x_24 is a lawyer. For all x_24, x_24 is a scientist if and only if x_24 will take a plane. For all x_24, if x_24 were a scientist, then x_24 is curious. For all x_24, if x_24 were curious, then x_24 is a scientist. There is at least one x_24 for which x_24 is not a lawyer. Can we infer the following from them? Answer yes or no: There is at least one x_24 for which x_24 will not take a plane.",no
"Consider the following premises: For all x_20, x_20 is a server if and only if x_20 is a lawyer. X_5 is a lawyer. Can we infer the following from them? Answer yes or no: There is at least one x_20 for which x_20 is a server.",no
"Consider the following premises: For all x_21, x_21 is a bartender. For all x_21, x_21 is an artist if and only if x_21 will play a game. There is at least one x_21 for which x_21 will play a game if and only if x_21 is a bartender. Can we infer the following from them? Answer yes or no: There is at least one x_21 for which x_21 is an artist.",no
"Consider the following premises: For all w, if w listens to a song, then w is a writer. For all w, w is bored if and only if w will cook. For all w, if w were bored, then w is listening to a song. For all w, if w listens to a song, then w is bored. There is at least one w for which w is not a writer. Can we infer the following from them? Answer yes or no: There is at least one w for which w will not cook.",no
"Consider the following premises: X_2 is curious. For all v, v is a cashier if and only if v is curious. Can we infer the following from them? Answer yes or no: There is at least one v for which v is a cashier.",no
"Consider the following premises: For all x_16, x_16 will not drive a car or x_16 will climb a mountain. There is at least one x_16 for which x_16 will sleep if and only if x_16 will take a plane. For all x_16, x_16 will take a plane or x_16 will drive a car. For all x_16, x_16 will sleep. Can we infer the following from them? Answer yes or no: There is at least one x_16 for which x_16 will climb a mountain.",no
"Consider the following premises: For all x_13, if x_13 were a musician, then x_13 is sleeping. For all x_13, if x_13 makes tea, then x_13 is a musician. For all x_13, x_13 is curious if and only if x_13 will make tea. Can we infer the following from them? Answer yes or no: For all x_13, if x_13 sleeps, then x_13 is curious.",no
"Consider the following premises: For all x_10, if x_10 sleeps, then x_10 is running. For all x_10, x_10 will make tea if and only if x_10 will go running. There is no x_10 for which x_10 will sleep. Can we infer the following from them? Answer yes or no: There is no x_10 for which x_10 will make tea.",no
"Consider the following premises: For all x_17, x_17 is bored or x_17 is a politician. For all x_17, x_17 will cook or x_17 will write a letter. For all x_17, x_17 will not cook or x_17 is a politician. There is no x_17 for which x_17 is bored. Can we infer the following from them? Answer yes or no: For all x_17, x_17 will write a letter.",no
