question,target
"Consider the following premises: If it is late, then Michael is a scientist. If Michael were a scientist, then it is late. If Michael were a scientist, then Mary is not driving a car. If it is late, then Michael is a scientist. Mary is not climbing a mountain or Mary is driving a car. Mary is climbing a mountain. Can we infer the following from them? Answer yes or no: It is late.",no
Consider the following premises: It is not sunny if and only if David is playing a game. It is sunny. It is not sunny if and only if David is playing a game. Can we infer the following from them? Answer yes or no: David is not playing a game.,yes
"Consider the following premises: It is cloudy if and only if John is working. It is cloudy. If John works, then John is playing tennis. Can we infer the following from them? Answer yes or no: Linda is not playing squash.",no
"Consider the following premises: If Barbara drives a car, then Michael is reading a book. If Michael reads a book, then Barbara is driving a car. Can we infer the following from them? Answer yes or no: Michael is not reading a book or Barbara is driving a car.",yes
"Consider the following premises: It is windy if and only if Joseph is not rich. Charles is taking a plane. If Joseph were rich, then Charles is not taking a plane. If it is windy, then it is cloudy and if it is cloudy, then it is windy. Can we infer the following from them? Answer yes or no: It is windy or Jennifer is making tea.",yes
Consider the following premises: It is late or it is not cold. It is cold. It is snowing. Can we infer the following from them? Answer yes or no: It is windy.,no
"Consider the following premises: If Jennifer were curious, then Sarah is driving a car. If Jennifer were curious, then Mary is a scientist and if Mary were a scientist, then Jennifer is curious. If Mary were a scientist, then Michael is working. Sarah is driving a car if and only if Mary is a scientist. Can we infer the following from them? Answer yes or no: If Jennifer were curious, then Michael is working.",yes
"Consider the following premises: If it is not sunny, then Linda is excited. Linda is not excited. The claim that Linda is excited and the claim that it is sunny cannot both be true. Can we infer the following from them? Answer yes or no: It is sunny.",yes
"Consider the following premises: If it is overcast, then it is cloudy and if it is cloudy, then it is overcast. If Linda were a doctor, then it is cloudy. If Linda were a doctor, then it is overcast. If it is cloudy, then Linda is a doctor. Can we infer the following from them? Answer yes or no: If it is cloudy, then Linda is a doctor and if Linda were a doctor, then it is cloudy.",yes
"Consider the following premises: If Karen takes a plane, then Richard is reading a book. If Sarah listens to a song, then Joseph is a mechanic. Sarah is a lawyer. If Mary makes tea, then Sarah is listening to a song. If Sarah were a lawyer, then Karen is taking a plane. If Joseph were a mechanic, then Richard is reading a book. If Richard reads a book, then Joseph is a mechanic. Can we infer the following from them? Answer yes or no: Richard is reading a book.",yes
Consider the following premises: Charles is playing a game if and only if Sarah is listening to a song. Can we infer the following from them? Answer yes or no: The fact that Sarah listens to a song does not imply that Charles is playing a game.,no
"Consider the following premises: It is not cold or it is snowing. Linda is a server. It is cold or Barbara is a taxi driver. If Barbara were a taxi driver, then Richard is drinking water and if Richard drinks water, then Barbara is a taxi driver. Richard is not drinking water. Can we infer the following from them? Answer yes or no: Thomas is bored.",no
"Consider the following premises: Karen is not fast. If Susan sleeps, then Sarah is playing tennis. If Thomas were a janitor, then Karen is fast. Susan is sleeping if and only if Thomas is a janitor. If Sarah plays tennis, then Susan is sleeping. If it is windy, then Sarah is playing tennis and if Sarah plays tennis, then it is windy. Can we infer the following from them? Answer yes or no: It is not windy.",yes
"Consider the following premises: If John drinks water, then it is cold. If John drinks water, then Susan is rich. If it is cold, then John is drinking water. If it is cold, then Linda is a server and if Linda were a server, then it is cold. Susan is not rich. Can we infer the following from them? Answer yes or no: Linda is not a server.",yes
"Consider the following premises: If Charles were poor, then Mary is reading a book. If Mary reads a book, then Charles is poor. Charles is poor if and only if Mary is reading a book. Charles is not poor. Can we infer the following from them? Answer yes or no: Mary is not reading a book.",yes
Consider the following premises: It is not cold. Joseph is a soldier or Joseph is a soldier. It is cold or Mary is a janitor. Mary is not a janitor. Can we infer the following from them? Answer yes or no: It is overcast and Joseph is a soldier.,yes
"Consider the following premises: It is not cold. If it is windy, then Michael is working. Susan is not a politician or Michael is working. If Michael works, then it is windy. It is windy if and only if it is cold. Can we infer the following from them? Answer yes or no: Elisabeth is not a doctor.",no
"Consider the following premises: If Elisabeth were poor, then John is taking a plane. If Jennifer goes running, then it is late. If it is late, then Jennifer is running. If Jennifer goes running, then Elisabeth is poor. If John takes a plane, then it is late. Can we infer the following from them? Answer yes or no: Jennifer is running if and only if John is taking a plane.",yes
"Consider the following premises: Susan is a poet if and only if it is windy. Can we infer the following from them? Answer yes or no: If Susan were a poet, then it is windy.",yes
"Consider the following premises: If Jennifer were a doctor, then Michael is playing squash. If Jennifer were a scientist, then it is cold. If Michael plays squash, then Jennifer is a scientist. If it is cold, then Susan is writing a letter. Jennifer is a doctor if and only if Susan is writing a letter. If Jennifer were a scientist, then it is overcast. Can we infer the following from them? Answer yes or no: If Jennifer were a doctor, then it is overcast.",yes
Consider the following premises: Mary is climbing a mountain if and only if Mary is taking a plane. Can we infer the following from them? Answer yes or no: The fact that Mary climbs a mountain does not imply that Mary is taking a plane.,no
"Consider the following premises: If Jennifer climbs a mountain, then it is windy. Jennifer is not climbing a mountain. If it is windy, then Jennifer is climbing a mountain. If Jennifer climbs a mountain, then it is windy. Can we infer the following from them? Answer yes or no: It is snowing.",no
Consider the following premises: It is not cloudy if and only if Elisabeth is a server. It is cloudy. John is a carpenter if and only if Elisabeth is a server. Can we infer the following from them? Answer yes or no: It is windy.,no
"Consider the following premises: If Thomas works, then Sarah is happy. If Richard drives a car, then Sarah is happy. If Sarah were happy, then Thomas is working. Can we infer the following from them? Answer yes or no: If Richard drives a car, then Thomas is working.",yes
"Consider the following premises: If John were a janitor, then it is overcast. If it is overcast, then John is a janitor. Can we infer the following from them? Answer yes or no: It is windy.",no
"Consider the following premises: Charles is a writer if and only if David is an office clerk. David is an office clerk if and only if Charles is a writer. If Michael reads a book, then Susan is making tea. David is an office clerk if and only if Michael is reading a book. Can we infer the following from them? Answer yes or no: The fact that Charles were a writer does not imply that Susan is making tea.",no
Consider the following premises: Michael is not making tea. Mary is cooking if and only if Michael is making tea. James is driving a car if and only if Mary is cooking. Michael is making tea if and only if Mary is cooking. Can we infer the following from them? Answer yes or no: Jessica is a taxi driver.,no
"Consider the following premises: Mary is a politician if and only if it is snowing. Can we infer the following from them? Answer yes or no: If it snows, then Mary is a politician.",yes
"Consider the following premises: If Thomas were a carpenter, then Michael is curious. If Michael were curious, then Thomas is a carpenter. Can we infer the following from them? Answer yes or no: Thomas is not a carpenter or Michael is curious.",yes
"Consider the following premises: Charles is a poet if and only if it is overcast. If it is not sunny, then William is sleeping. It is sunny. If William sleeps, then Charles is a poet and if Charles were a poet, then William is sleeping. If William sleeps, then it is not sunny. Can we infer the following from them? Answer yes or no: It is not overcast.",yes
"Consider the following premises: If it is sunny, then James is drinking water. If it is cold, then it is sunny. If David were a mechanic, then it is cold. If it snows, then James is drinking water. Robert is playing a game or it is snowing. Neither it is cloudy nor Susan is an electrician. Robert is not playing a game or David is a mechanic. Can we infer the following from them? Answer yes or no: James is drinking water and it is not cloudy.",yes
"Consider the following premises: If Patricia sleeps, then Thomas is curious. If Thomas were curious, then Patricia is sleeping. Joseph is driving a car if and only if Patricia is sleeping. Can we infer the following from them? Answer yes or no: If Thomas were curious, then Joseph is driving a car.",no
"Consider the following premises: If Richard works, then Mary is writing a letter. It is sunny if and only if Mary is writing a letter. If Mary writes a letter, then Richard is working. Can we infer the following from them? Answer yes or no: If Richard works, then it is sunny.",no
"Consider the following premises: It is cold if and only if it is cloudy. If it rains, then Jennifer is sleeping and if Jennifer sleeps, then it is raining. If John climbs a mountain, then it is raining. If it is cold, then John is climbing a mountain. Can we infer the following from them? Answer yes or no: If Jennifer sleeps, then it is cloudy.",no
Consider the following premises: Neither it is late nor it is overcast. It is windy if and only if it is late. Can we infer the following from them? Answer yes or no: It is windy.,no
"Consider the following premises: If it is cloudy, then Thomas is an astronaut and if Thomas were an astronaut, then it is cloudy. Can we infer the following from them? Answer yes or no: If Thomas were an astronaut, then it is cloudy.",no
"Consider the following premises: If it is overcast, then John is curious and if John were curious, then it is overcast. Can we infer the following from them? Answer yes or no: If John were curious, then it is overcast.",no
"Consider the following premises: John is not listening to a song or Joseph is taking a plane. It is cold if and only if it is windy. If Joseph takes a plane, then John is listening to a song. If Joseph takes a plane, then it is cold. Can we infer the following from them? Answer yes or no: If it is windy, then John is listening to a song.",no
"Consider the following premises: If Barbara listens to a song, then Susan is happy. If Barbara listens to a song, then it is sunny. Susan is not happy or Barbara is listening to a song. It is sunny if and only if Richard is a mechanic. Can we infer the following from them? Answer yes or no: If Richard were a mechanic, then Susan is happy.",no
"Consider the following premises: If Michael cooks, then Mary is a taxi driver. If Mary were a taxi driver, then it is sunny. If Michael were a poet, then Michael is cooking. Michael is not a poet. Can we infer the following from them? Answer yes or no: It is not sunny.",no
"Consider the following premises: For all x_23, if x_23 were rich, then x_23 is not driving a car. For all x_23, x_23 will not cook or x_23 is a musician. For all x_23, x_23 is rich if and only if x_23 will cook. There is at least one x_23 for which if x_23 were a musician, then x_23 is an astronaut. For all x_23, x_23 is not an astronaut or x_23 will cook. For all x_23, x_23 will drive a car. Can we infer the following from them? Answer yes or no: For all x_23, x_23 is a musician.",no
"Consider the following premises: There is at least one x_21 for which if x_21 listens to a song, then x_21 is fast. For all x_21, x_21 will play a game. For all x_21, if x_21 were fast, then x_21 is listening to a song. For all x_21, if x_21 listens to a song, then x_21 is fast. For all x_21, if x_21 listens to a song, then x_21 is not playing a game. Can we infer the following from them? Answer yes or no: There is at least one x_21 for which x_21 is not fast.",yes
"Consider the following premises: There is at least one x_19 for which x_19 is a mechanic or x_19 will read a book. For all x_19, x_19 will not listen to a song or x_19 will work. For all x_19, x_19 is not a mechanic or x_19 will work. For all x_19, x_19 will read a book if and only if x_19 will listen to a song. For all x_19, if x_19 works, then x_19 is listening to a song. Can we infer the following from them? Answer yes or no: There is at least one x_19 for which x_19 will listen to a song.",yes
"Consider the following premises: For all x_23, x_23 will drive a car if and only if x_23 is a cashier. For all x_23, x_23 is not a politician or x_23 will drive a car. For all x_23, x_23 is a politician or x_23 is a cashier. Can we infer the following from them? Answer yes or no: There is at least one u for which u will drive a car.",yes
"Consider the following premises: For all x_21, x_21 is bored if and only if x_21 will work. For all x_21, x_21 will make tea if and only if x_21 is bored. For all x_21, x_21 is not bored or x_21 will make tea. For all x_21, if x_21 works, then x_21 is sleeping. Can we infer the following from them? Answer yes or no: There is at least one x_21 for which the fact that x_21 makes tea does not imply that x_21 is sleeping.",no
"Consider the following premises: For all x_15, x_15 will not take a plane or x_15 will play a game. For all x_15, x_15 will sleep. For all x_15, if x_15 sleeps, then x_15 is taking a plane. Can we infer the following from them? Answer yes or no: For all x_15, x_15 is happy or x_15 will play a game.",yes
"Consider the following premises: For all x_40, x_40 will take a plane or for all x_40, x_40 will cook. For all x_40, x_40 is a lawyer. For all x_40, x_40 will not drive a car or x_40 will read a book. There is at least one x_40 for which if x_40 cooks, then x_40 is driving a car. For all x_40, if x_40 takes a plane, then x_40 is driving a car. Can we infer the following from them? Answer yes or no: There is at least one x_40 for which x_40 will write a letter.",no
"Consider the following premises: There is at least one x_18 for which x_18 will climb a mountain if and only if x_18 will make tea. For all x_18, if x_18 makes tea, then x_18 is climbing a mountain and if x_18 climbs a mountain, then x_18 is making tea. Can we infer the following from them? Answer yes or no: There is at least one x_18 for which if x_18 makes tea, then x_18 is climbing a mountain and if x_18 climbs a mountain, then x_18 is making tea.",yes
"Consider the following premises: For all x_20, x_20 will not climb a mountain. For all x_20, if x_20 were sad, then x_20 is climbing a mountain. For all x_20, if x_20 climbs a mountain, then x_20 is sad. For all x_20, if x_20 were sad, then x_20 is a cashier and if x_20 were a cashier, then x_20 is sad. Can we infer the following from them? Answer yes or no: There is no x_20 for which x_20 is a cashier.",yes
"Consider the following premises: For all x_21, x_21 will not take a plane or x_21 is a politician. There is at least one x_21 for which x_21 is a scientist if and only if x_21 is a politician. For all x_21, x_21 is a scientist if and only if x_21 is an astronaut. Can we infer the following from them? Answer yes or no: There is at least one x_21 for which if x_21 takes a plane, then x_21 is an astronaut.",yes
"Consider the following premises: There is no x_37 for which x_37 will cook. For all x_37, if x_37 cooks, then x_37 is bored. For all x_37, x_37 is bored. There is at least one x_37 for which if x_37 were bored, then x_37 is cooking. Can we infer the following from them? Answer yes or no: For all x_37, neither x_37 will drive a car nor x_37 will drink water.",no
"Consider the following premises: For all x_25, if x_25 drives a car, then x_25 is drinking water. For all x_25, x_25 is not an electrician or x_25 will play tennis. For all x_25, x_25 will not go running or x_25 is an astronaut. For all x_25, if x_25 plays tennis, then x_25 is drinking water. For all x_25, if x_25 were an astronaut, then x_25 is driving a car. There is at least one x_25 for which x_25 is a musician. For all x_25, if x_25 were a musician, then x_25 is an electrician. Can we infer the following from them? Answer yes or no: For all x_25, x_25 will not drink water.",no
"Consider the following premises: For all x_33, if x_33 plays a game, then x_33 is rich. There is at least one x_33 for which x_33 will climb a mountain or x_33 will play a game. For all x_33, x_33 is a taxi driver. For all x_33, if x_33 were rich, then x_33 is not a taxi driver. Can we infer the following from them? Answer yes or no: There is at least one x_33 for which x_33 will climb a mountain.",yes
"Consider the following premises: There is no x_24 for which x_24 is an electrician. There is at least one x_24 for which if x_24 were bored, then x_24 is listening to a song and if x_24 listens to a song, then x_24 is bored. For all x_24, x_24 is bored if and only if x_24 is an electrician. Can we infer the following from them? Answer yes or no: Not for all x_24, x_24 will listen to a song.",yes
"Consider the following premises: For all x_19, if x_19 were a police officer, then x_19 is a sailor and if x_19 were a sailor, then x_19 is a police officer. There is at least one x_19 for which if x_19 plays squash, then x_19 is a sailor. For all x_19, if x_19 were a police officer, then x_19 is playing a game. For all x_19, x_19 will play a game if and only if x_19 is a police officer. Can we infer the following from them? Answer yes or no: There is at least one x_19 for which if x_19 plays squash, then x_19 is playing a game.",yes
"Consider the following premises: There is at least one x_19 for which if x_19 drives a car, then x_19 is a politician. For all x_19, if x_19 drinks water, then x_19 is an astronaut. For all x_19, if x_19 were an astronaut, then x_19 is a sailor. For all x_19, if x_19 were a sailor, then x_19 is driving a car. Can we infer the following from them? Answer yes or no: For all x_19, the fact that x_19 drinks water does not imply that x_19 is a politician.",no
"Consider the following premises: For all x_38, x_38 will play squash if and only if x_38 is fast. There is at least one x_38 for which if x_38 climbs a mountain, then x_38 is cooking. For all x_38, if x_38 were a scientist, then x_38 is running. For all x_38, x_38 will not write a letter. For all x_38, x_38 is a scientist or x_38 will climb a mountain. For all x_38, x_38 will write a letter or x_38 will play squash. For all x_38, if x_38 goes running, then x_38 is cooking. Can we infer the following from them? Answer yes or no: The claim that there is at least one x_38 for which x_38 will cook and the claim that there is at least one x_38 for which x_38 is fast cannot both be true.",no
"Consider the following premises: For all x_19, if x_19 works, then x_19 is excited. For all x_19, x_19 will take a plane or x_19 will climb a mountain. There is at least one x_19 for which if x_19 climbs a mountain, then x_19 is working. Can we infer the following from them? Answer yes or no: There is at least one x_19 for which x_19 is excited or x_19 will take a plane.",yes
"Consider the following premises: For all x_26, x_26 is bored and x_26 is bored. For all x_26, x_26 will sleep or x_26 will sleep. Can we infer the following from them? Answer yes or no: Y is sleeping.",yes
"Consider the following premises: For all x_18, if x_18 were a taxi driver, then x_18 is playing squash. For all x_18, if x_18 plays squash, then x_18 is a taxi driver. For all x_18, if x_18 were bored, then x_18 is a taxi driver. There is at least one x_18 for which x_18 is bored or x_18 is excited. Can we infer the following from them? Answer yes or no: There is at least one x_18 for which x_18 is excited or x_18 will play squash.",yes
"Consider the following premises: For all x_16, if x_16 listens to a song, then x_16 is taking a plane and if x_16 takes a plane, then x_16 is listening to a song. For all x_16, if x_16 were a musician, then x_16 is taking a plane. There is no x_16 for which x_16 will listen to a song. For all x_16, if x_16 takes a plane, then x_16 is a musician. Can we infer the following from them? Answer yes or no: For all x_16, x_16 is not a musician.",yes
"Consider the following premises: For all x_16, if x_16 plays squash, then x_16 is playing a game. There is at least one x_16 for which if x_16 were a sailor, then x_16 is playing squash. For all x_16, x_16 will play a game if and only if x_16 will sleep. Can we infer the following from them? Answer yes or no: There is at least one x_16 for which if x_16 were a sailor, then x_16 is sleeping.",yes
"Consider the following premises: For all x_24, x_24 will listen to a song or x_24 will read a book. There is at least one x_24 for which if x_24 reads a book, then x_24 is excited. For all x_24, if x_24 were an office clerk, then x_24 is listening to a song. For all x_24, if x_24 listens to a song, then x_24 is an office clerk. For all x_24, if x_24 were excited, then x_24 is an office clerk. Can we infer the following from them? Answer yes or no: There is at least one x_24 for which x_24 is an office clerk.",yes
"Consider the following premises: There is at least one x_19 for which x_19 is curious if and only if x_19 will work. For all x_19, if x_19 works, then x_19 is sad and if x_19 were sad, then x_19 is working. For all x_19, if x_19 were curious, then x_19 is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x_19 for which if x_19 were sad, then x_19 is a carpenter.",yes
"Consider the following premises: For all x_14, if x_14 listens to a song, then x_14 is drinking water and if x_14 drinks water, then x_14 is listening to a song. For all x_14, x_14 will not drive a car. There is at least one x_14 for which if x_14 listens to a song, then x_14 is drinking water. For all x_14, if x_14 drinks water, then x_14 is driving a car. Can we infer the following from them? Answer yes or no: There is at least one x_14 for which x_14 will not listen to a song.",yes
"Consider the following premises: For all x_21, x_21 is a taxi driver or x_21 is fast. There is at least one x_21 for which if x_21 were a sailor, then x_21 is fast and if x_21 were fast, then x_21 is a sailor. For all x_21, x_21 is a sailor if and only if x_21 is a taxi driver. Can we infer the following from them? Answer yes or no: For all x_21, x_21 is not a sailor.",no
"Consider the following premises: For all x_19, x_19 is a sailor if and only if x_19 will play a game. For all x_19, if x_19 were an office clerk, then x_19 is playing a game. For all x_19, if x_19 were an office clerk, then x_19 is making tea. For all x_19, if x_19 makes tea, then x_19 is an office clerk. Can we infer the following from them? Answer yes or no: For all x_19, if x_19 makes tea, then x_19 is a sailor.",yes
"Consider the following premises: For all x_22, if x_22 were a police officer, then x_22 is climbing a mountain. For all x_22, if x_22 climbs a mountain, then x_22 is reading a book. For all x_22, if x_22 climbs a mountain, then x_22 is listening to a song. For all x_22, if x_22 reads a book, then x_22 is working. For all x_22, if x_22 listens to a song, then x_22 is climbing a mountain. There is at least one x_22 for which if x_22 works, then x_22 is a police officer. Can we infer the following from them? Answer yes or no: There is at least one x_22 for which if x_22 listens to a song, then x_22 is a police officer.",yes
"Consider the following premises: There is at least one x_22 for which if x_22 reads a book, then x_22 is playing tennis. For all x_22, x_22 will not go running or x_22 is a soldier. For all x_22, x_22 will not make tea or x_22 will go running. For all x_22, if x_22 were a soldier, then x_22 is reading a book. For all x_22, if x_22 plays tennis, then x_22 is making tea. Can we infer the following from them? Answer yes or no: There is at least one x_22 for which if x_22 plays tennis, then x_22 is running and if x_22 goes running, then x_22 is playing tennis.",yes
"Consider the following premises: For all x_19, if x_19 were an artist, then x_19 is rich. There is at least one x_19 for which x_19 will not play a game or x_19 will drink water. For all x_19, if x_19 climbs a mountain, then x_19 is curious. For all x_19, if x_19 drinks water, then x_19 is curious. For all x_19, x_19 will play a game or for all x_19, x_19 is an artist. For all x_19, if x_19 were rich, then x_19 is climbing a mountain. Can we infer the following from them? Answer yes or no: There is at least one x_19 for which x_19 is curious.",yes
"Consider the following premises: For all x_22, if x_22 were a server, then x_22 is sad. For all x_22, x_22 is sad if and only if x_22 will listen to a song. There is at least one x_22 for which if x_22 drinks water, then x_22 is a server. For all x_22, if x_22 takes a plane, then x_22 is playing a game. For all x_22, x_22 will not play a game or x_22 will drink water. For all x_22, if x_22 were a soldier, then x_22 is taking a plane. Can we infer the following from them? Answer yes or no: There is at least one x_22 for which if x_22 were a soldier, then x_22 is listening to a song.",yes
"Consider the following premises: For all x_20, x_20 will not play squash. For all x_20, x_20 will not read a book or x_20 is a poet. There is at least one x_20 for which if x_20 were a poet, then x_20 is playing squash. For all x_20, if x_20 takes a plane, then x_20 is reading a book. For all x_20, if x_20 plays squash, then x_20 is taking a plane and if x_20 takes a plane, then x_20 is playing squash. Can we infer the following from them? Answer yes or no: For all x_20, x_20 is a poet.",no
"Consider the following premises: For all x_19, x_19 is an office clerk. For all x_19, x_19 will drink water or x_19 will drink water. Can we infer the following from them? Answer yes or no: John is not an office clerk.",no
"Consider the following premises: For all x_18, x_18 will not play a game. For all x_18, if x_18 goes running, then x_18 is playing tennis. For all x_18, if x_18 plays a game, then x_18 is running. For all x_18, if x_18 plays squash, then x_18 is playing tennis and if x_18 plays tennis, then x_18 is playing squash. For all x_18, if x_18 plays tennis, then x_18 is playing a game. Can we infer the following from them? Answer yes or no: For all x_18, x_18 will not play squash.",yes
"Consider the following premises: There is at least one x_17 for which x_17 will play squash if and only if x_17 will listen to a song. For all x_17, x_17 will play squash if and only if x_17 will listen to a song. For all x_17, if x_17 listens to a song, then x_17 is playing squash. Can we infer the following from them? Answer yes or no: For all x_17, it is not true that x_17 will listen to a song if and only if x_17 will play squash.",no
"Consider the following premises: There is at least one x_23 for which x_23 is curious if and only if x_23 will write a letter. For all x_23, x_23 is a police officer or for all x_23, x_23 will sleep. For all x_23, x_23 will not sleep or x_23 will write a letter. Can we infer the following from them? Answer yes or no: There is at least one x_23 for which x_23 is a police officer or x_23 is curious.",yes
"Consider the following premises: For all x_16, x_16 will play tennis if and only if x_16 is a nurse. For all x_16, if x_16 plays tennis, then x_16 is a nurse. Can we infer the following from them? Answer yes or no: For all x_16, if x_16 were a nurse, then x_16 is playing tennis and if x_16 plays tennis, then x_16 is a nurse.",yes
"Consider the following premises: For all x_16, if x_16 cooks, then x_16 is sleeping. For all x_16, if x_16 sleeps, then x_16 is cooking. For all x_16, if x_16 were a carpenter, then x_16 is sleeping. There is at least one x_16 for which if x_16 cooks, then x_16 is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x_16 for which if x_16 sleeps, then x_16 is cooking and if x_16 cooks, then x_16 is sleeping.",yes
"Consider the following premises: For all x_22, if x_22 were a writer, then x_22 is working. For all x_22, x_22 will play squash if and only if x_22 will work. There is at least one x_22 for which x_22 will not play squash or x_22 is a writer. For all x_22, if x_22 plays squash, then x_22 is playing a game. For all x_22, if x_22 plays a game, then x_22 is working. Can we infer the following from them? Answer yes or no: There is at least one x_22 for which x_22 will play squash if and only if x_22 will work.",yes
"Consider the following premises: For all x_20, if x_20 were a lawyer, then x_20 is taking a plane. For all x_20, if x_20 were an electrician, then x_20 is playing squash. There is no x_20 for which x_20 is an electrician. For all x_20, if x_20 cooks, then x_20 is taking a plane. For all x_20, if x_20 plays squash, then x_20 is an electrician. For all x_20, if x_20 takes a plane, then x_20 is cooking. For all x_20, x_20 will play squash if and only if x_20 will cook. Can we infer the following from them? Answer yes or no: There is at least one x_20 for which x_20 is a lawyer.",no
"Consider the following premises: For all x_23, x_23 is not poor. For all x_23, x_23 will cook or for all x_23, x_23 is a bartender. For all x_23, if x_23 writes a letter, then x_23 is poor. For all x_23, x_23 will not cook or x_23 will write a letter. For all x_23, if x_23 were a bartender, then x_23 is a carpenter. Can we infer the following from them? Answer yes or no: There is at least one x_23 for which x_23 is not a carpenter.",no
"Consider the following premises: For all x_19, x_19 will listen to a song if and only if x_19 is a lawyer. For all x_19, x_19 will not play tennis. For all x_19, if x_19 were a lawyer, then x_19 is listening to a song. For all x_19, x_19 will play tennis or x_19 is a lawyer. Can we infer the following from them? Answer yes or no: For all x_19, x_19 will listen to a song.",no
"Consider the following premises: For all x_14, if x_14 listens to a song, then x_14 is a cashier and if x_14 were a cashier, then x_14 is listening to a song. There is no x_14 for which x_14 will listen to a song. Can we infer the following from them? Answer yes or no: There is no x_14 for which x_14 is a cashier.",no
"Consider the following premises: For all x_15, x_15 will read a book. For all x_12, if x_12 reads a book, then x_12 is cooking. For all x_12, if x_12 cooks, then x_12 is reading a book. Can we infer the following from them? Answer yes or no: Joseph is cooking.",no
"Consider the following premises: For all x_15, if x_15 were a nurse, then x_15 is sleeping. For all x_15, x_15 will not sleep or x_15 is a bartender. Can we infer the following from them? Answer yes or no: For all x_15, if x_15 were a bartender, then x_15 is a nurse.",no
"Consider the following premises: For all x_12, if x_12 were a scientist, then x_12 is fast. For all x_12, if x_12 were fast, then x_12 is a scientist. For all x_15, x_15 is a scientist. Can we infer the following from them? Answer yes or no: Jessica is fast.",no
"Consider the following premises: For all x_20, x_20 will make tea. For all x_20, x_20 is an astronaut if and only if x_20 is a poet. For all x_20, if x_20 were an astronaut, then x_20 is a politician. For all x_20, if x_20 were a poet, then x_20 is a writer and if x_20 were a writer, then x_20 is a poet. For all x_20, if x_20 were a writer, then x_20 is not making tea. Can we infer the following from them? Answer yes or no: For all x_20, x_20 is not a politician.",no
"Consider the following premises: For all x_14, if x_14 plays squash, then x_14 is playing a game and if x_14 plays a game, then x_14 is playing squash. There is no x_14 for which x_14 will play squash. Can we infer the following from them? Answer yes or no: There is no x_14 for which x_14 will play a game.",no
"Consider the following premises: For all x_35, x_35 is a musician and x_35 will work. For all x_35, x_35 will not go running. There is at least one x_35 for which x_35 will go running or x_35 will drive a car. Can we infer the following from them? Answer yes or no: There is at least one x_35 for which x_35 is a musician.",no
"Consider the following premises: For all x_15, if x_15 sleeps, then x_15 is writing a letter. For all x_15, x_15 will not write a letter or x_15 will make tea. Can we infer the following from them? Answer yes or no: For all x_15, if x_15 makes tea, then x_15 is sleeping.",no
